gene_id,gene_name,entrez_id,gene_type,logFC,logCPM,F,PValue,FDR
ENSG00000135862,LAMC1,3915,protein_coding,-0.530178388,2.831160497,23.52030242,4.96E-06,1.77E-05
ENSG00000176102,CSTF3,1479,protein_coding,0.426150735,3.892857679,23.51360756,4.97E-06,1.78E-05
ENSG00000163634,THOC7,80145,protein_coding,0.449417148,4.136526887,23.50652744,4.99E-06,1.78E-05
ENSG00000264522,OTUD7B,56957,protein_coding,-0.386436552,4.015156411,23.50320465,5.00E-06,1.78E-05
ENSG00000141522,ARHGDIA,396,protein_coding,0.349968803,7.910960864,23.49708451,5.01E-06,1.79E-05
ENSG00000138722,MMRN1,22915,protein_coding,0.630930459,3.786122847,23.49573237,5.01E-06,1.79E-05
ENSG00000211855,TRAJ34,28721,TR_J_gene,-0.887287951,0.388257108,23.50047167,5.02E-06,1.79E-05
ENSG00000279600,ENSG00000279600,NA,TEC,-1.023252369,-0.504149232,23.51600976,5.03E-06,1.80E-05
ENSG00000155097,ATP6V1C1,528,protein_coding,0.275980848,5.475384413,23.48133909,5.04E-06,1.80E-05
ENSG00000005007,UPF1,5976,protein_coding,0.286906924,8.336488491,23.47902064,5.05E-06,1.80E-05
ENSG00000137343,ATAT1,79969,protein_coding,-0.513863976,1.615977587,23.47769365,5.05E-06,1.80E-05
ENSG00000125818,PSMF1,9491,protein_coding,0.511814565,8.770907121,23.47157225,5.06E-06,1.80E-05
ENSG00000066056,TIE1,7075,protein_coding,-0.940527519,-0.023237558,23.48925289,5.07E-06,1.81E-05
ENSG00000239779,WBP1,23559,protein_coding,-0.329905726,3.467677963,23.46913628,5.07E-06,1.81E-05
ENSG00000181192,DHTKD1,55526,protein_coding,0.331980249,5.701821897,23.4633834,5.08E-06,1.81E-05
ENSG00000140264,SERF2,10169,protein_coding,0.456082322,9.236054184,23.45775534,5.09E-06,1.81E-05
ENSG00000133742,CA1,759,protein_coding,0.699114779,6.805412127,23.4568402,5.09E-06,1.81E-05
ENSG00000278535,DHRS11,79154,protein_coding,-0.521342928,1.104051909,23.45460574,5.10E-06,1.82E-05
ENSG00000125827,TMX4,56255,protein_coding,-0.364139164,7.130355473,23.45241261,5.10E-06,1.82E-05
ENSG00000112249,ASCC3,10973,protein_coding,0.285327917,5.829413153,23.44327983,5.12E-06,1.82E-05
ENSG00000179832,MROH1,727957,protein_coding,-0.264554875,5.954346257,23.43576556,5.14E-06,1.83E-05
ENSG00000168297,PXK,54899,protein_coding,-0.299029641,5.190838696,23.43378486,5.14E-06,1.83E-05
ENSG00000131966,ACTR10,55860,protein_coding,0.246937016,4.731353248,23.42887311,5.15E-06,1.83E-05
ENSG00000156738,MS4A1,931,protein_coding,-0.490103095,5.676726363,23.42444865,5.16E-06,1.84E-05
ENSG00000166441,RPL27A,6157,protein_coding,-0.422024824,7.537799434,23.41997404,5.17E-06,1.84E-05
ENSG00000128915,ICE2,79664,protein_coding,-0.21860069,5.059707899,23.41918045,5.17E-06,1.84E-05
ENSG00000105053,VRK3,51231,protein_coding,0.260786329,6.059256954,23.41076439,5.19E-06,1.85E-05
ENSG00000100558,PLEK2,26499,protein_coding,0.658777106,4.238554213,23.41010831,5.19E-06,1.85E-05
ENSG00000123933,MXD4,10608,protein_coding,-0.351125906,6.816989793,23.40471492,5.20E-06,1.85E-05
ENSG00000259755,ENSG00000259755,NA,lncRNA,1.157698146,-0.416517167,23.43162562,5.21E-06,1.85E-05
ENSG00000290464,SUGT1P3,283507,lncRNA,-0.762386948,0.502582643,23.40446726,5.22E-06,1.85E-05
ENSG00000290600,ENSG00000290600,155060,lncRNA,-0.65599409,1.89588658,23.39923096,5.22E-06,1.85E-05
ENSG00000167613,LAIR1,3903,protein_coding,0.322934717,6.137193292,23.39316821,5.23E-06,1.86E-05
ENSG00000188042,ARL4C,10123,protein_coding,-0.512429295,7.410165382,23.39137489,5.23E-06,1.86E-05
ENSG00000254815,LMNTD2-AS1,692247,lncRNA,-0.812165725,1.108093951,23.39221388,5.24E-06,1.86E-05
ENSG00000145850,TIMD4,91937,protein_coding,-1.026279099,-0.224588946,23.41115963,5.24E-06,1.86E-05
ENSG00000167384,ZNF180,7733,protein_coding,-0.257195505,3.304270952,23.38550199,5.25E-06,1.86E-05
ENSG00000164615,CAMLG,819,protein_coding,-0.256176483,4.087295039,23.38386124,5.25E-06,1.86E-05
ENSG00000170325,PRDM10,56980,protein_coding,-0.207918855,4.37217518,23.37581804,5.27E-06,1.87E-05
ENSG00000105556,MIER2,54531,protein_coding,0.269435751,4.23138452,23.37247602,5.27E-06,1.87E-05
ENSG00000278390,ENSG00000278390,101929140,lncRNA,-0.806634997,-0.286087115,23.38900836,5.28E-06,1.87E-05
ENSG00000180537,RNF182,221687,protein_coding,0.764101321,5.50766615,23.37067099,5.28E-06,1.87E-05
ENSG00000171862,PTEN,5728,protein_coding,0.450787427,8.935574364,23.36368883,5.29E-06,1.88E-05
ENSG00000082898,XPO1,7514,protein_coding,0.296276768,6.81204147,23.36030773,5.30E-06,1.88E-05
ENSG00000187653,TMSB4XP8,NA,processed_pseudogene,0.481078155,0.816775193,23.36247755,5.30E-06,1.88E-05
ENSG00000164307,ERAP1,51752,protein_coding,0.267611045,6.957568326,23.35793583,5.31E-06,1.88E-05
ENSG00000186104,CYP2R1,120227,protein_coding,-0.438525264,2.756517099,23.35548045,5.31E-06,1.88E-05
ENSG00000139531,SUOX,6821,protein_coding,0.338663624,3.094670542,23.35375259,5.32E-06,1.88E-05
ENSG00000143207,COP1,64326,protein_coding,0.443973473,7.153655854,23.35032051,5.32E-06,1.89E-05
ENSG00000133067,LGR6,59352,protein_coding,-1.045303891,2.665166793,23.34955567,5.33E-06,1.89E-05
ENSG00000264575,LINC00526,NA,lncRNA,-0.686644037,0.314069865,23.35612418,5.33E-06,1.89E-05
ENSG00000278384,ENSG00000278384,NA,protein_coding,-0.59140269,1.480530337,23.33323821,5.33E-06,1.89E-05
ENSG00000137269,LRRC1,55227,protein_coding,-0.562105494,1.001620467,23.34028444,5.35E-06,1.89E-05
ENSG00000196517,SLC6A9,6536,protein_coding,0.643465052,3.393576696,23.33657349,5.35E-06,1.89E-05
ENSG00000129244,ATP1B2,482,protein_coding,0.772483248,1.462321902,23.33494698,5.36E-06,1.90E-05
ENSG00000237827,RPS15AP29,100128863,processed_pseudogene,1.009662517,1.726518241,23.3269104,5.38E-06,1.90E-05
ENSG00000211839,TRAJ50,28705,TR_J_gene,-1.042453666,-0.694687252,23.35976813,5.38E-06,1.90E-05
ENSG00000164904,ALDH7A1,501,protein_coding,-0.918137536,-0.555283705,23.33500365,5.42E-06,1.92E-05
ENSG00000123159,GIPC1,10755,protein_coding,-0.516061904,4.070140873,23.30524547,5.42E-06,1.92E-05
ENSG00000118557,PMFBP1,83449,protein_coding,-0.720203894,-0.013896486,23.31562087,5.42E-06,1.92E-05
ENSG00000274536,MIR223HG,115891964,lncRNA,0.629575603,7.81831636,23.30450104,5.43E-06,1.92E-05
ENSG00000164610,RP9,6100,protein_coding,-0.443508432,2.030962301,23.29934281,5.44E-06,1.92E-05
ENSG00000095139,ARCN1,372,protein_coding,0.308533866,6.774959604,23.29531816,5.45E-06,1.92E-05
ENSG00000112039,FANCE,2178,protein_coding,-0.426169646,2.752421887,23.29530006,5.45E-06,1.92E-05
ENSG00000141404,GNAL,2774,protein_coding,-0.912960855,0.691522506,23.30176365,5.45E-06,1.93E-05
ENSG00000211882,TRAJ7,28748,TR_J_gene,-0.803856702,1.254189765,23.28836724,5.47E-06,1.93E-05
ENSG00000240057,NEPRO-AS1,102723430,lncRNA,-0.620011652,-0.016834788,23.29409473,5.48E-06,1.93E-05
ENSG00000243896,OR2A7,401427,protein_coding,-1.004433075,-1.036914591,23.18145084,5.48E-06,1.93E-05
ENSG00000197540,GZMM,3004,protein_coding,-0.655012668,5.042781462,23.2762768,5.49E-06,1.94E-05
ENSG00000112425,EPM2A,7957,protein_coding,-0.318207638,2.66320277,23.27403249,5.50E-06,1.94E-05
ENSG00000145388,METTL14,57721,protein_coding,0.22049951,4.538889336,23.27370692,5.50E-06,1.94E-05
ENSG00000103005,USB1,79650,protein_coding,0.373007122,5.944566915,23.27110624,5.50E-06,1.94E-05
ENSG00000138030,KHK,3795,protein_coding,-0.6503912,1.534190781,23.27078714,5.51E-06,1.94E-05
ENSG00000143643,TTC13,79573,protein_coding,-0.335848112,4.807728304,23.25987318,5.53E-06,1.95E-05
ENSG00000285943,ENSG00000285943,NA,protein_coding,-0.910097322,-0.605738273,23.29098971,5.53E-06,1.95E-05
ENSG00000218739,CEBPZOS,100505876,protein_coding,-0.320061391,4.028403816,23.24040384,5.57E-06,1.96E-05
ENSG00000114346,ECT2,1894,protein_coding,0.433502391,3.098391757,23.23882978,5.58E-06,1.97E-05
ENSG00000283646,LINC02009,105377068,lncRNA,1.547547688,-1.281238904,23.18241136,5.58E-06,1.97E-05
ENSG00000158195,WASF2,10163,protein_coding,0.338632781,9.284284617,23.23669241,5.58E-06,1.97E-05
ENSG00000240463,RPS19P3,NA,processed_pseudogene,0.777447486,1.562016529,23.22791397,5.60E-06,1.97E-05
ENSG00000116574,RHOU,58480,protein_coding,0.489281071,4.048463073,23.22221417,5.61E-06,1.98E-05
ENSG00000250734,ENSG00000250734,NA,lncRNA,1.124442466,-1.111158112,23.24208708,5.63E-06,1.98E-05
ENSG00000166503,HDGFL3,50810,protein_coding,-0.475066515,1.757472066,23.21121746,5.64E-06,1.99E-05
ENSG00000102871,TRADD,8717,protein_coding,0.27830759,5.890095042,23.19965369,5.67E-06,2.00E-05
ENSG00000233008,LINC01725,101927560,lncRNA,-0.809014727,0.256177542,23.20628882,5.67E-06,2.00E-05
ENSG00000273243,ENSG00000273243,NA,lncRNA,0.638781738,1.912392639,23.19600229,5.68E-06,2.00E-05
ENSG00000226419,SLC16A1-AS1,100506392,lncRNA,-0.51783359,2.682013691,23.19427852,5.68E-06,2.00E-05
ENSG00000228486,C2orf92,728537,protein_coding,-0.686540427,1.560093926,23.19298617,5.69E-06,2.00E-05
ENSG00000256043,CTSO,1519,protein_coding,0.400789574,4.650951839,23.1874572,5.70E-06,2.00E-05
ENSG00000167987,VPS37C,55048,protein_coding,0.300309852,5.249607383,23.18611767,5.70E-06,2.00E-05
ENSG00000109445,ZNF330,27309,protein_coding,0.276760587,4.431936114,23.18593171,5.70E-06,2.00E-05
ENSG00000204385,SLC44A4,80736,protein_coding,0.854892759,0.348637148,23.13122896,5.71E-06,2.01E-05
ENSG00000211787,TRAV8-3,28683,TR_V_gene,-0.664589248,1.035975479,23.185226,5.71E-06,2.01E-05
ENSG00000114784,EIF1B,10289,protein_coding,0.55522427,6.177278365,23.17440886,5.73E-06,2.01E-05
ENSG00000169714,CNBP,7555,protein_coding,0.271497136,8.131436941,23.17343676,5.73E-06,2.01E-05
ENSG00000178741,COX5A,9377,protein_coding,0.358419032,4.290386139,23.16714552,5.74E-06,2.02E-05
ENSG00000181444,ZNF467,168544,protein_coding,0.493739586,7.052199534,23.16692141,5.74E-06,2.02E-05
ENSG00000173914,RBM4B,83759,protein_coding,-0.319315844,3.221292558,23.16380953,5.75E-06,2.02E-05
ENSG00000100906,NFKBIA,4792,protein_coding,0.577900552,6.987269363,23.15990457,5.76E-06,2.02E-05
ENSG00000164587,RPS14,6208,protein_coding,-0.514122353,9.471550995,23.15472229,5.77E-06,2.03E-05
ENSG00000204438,GPANK1,7918,protein_coding,0.23052339,4.36214587,23.15034783,5.78E-06,2.03E-05
ENSG00000165689,ENTR1,10807,protein_coding,-0.307645692,4.369524656,23.14984173,5.79E-06,2.03E-05
ENSG00000288900,ENSG00000288900,NA,lncRNA,0.762815551,1.723892707,23.14842984,5.79E-06,2.03E-05
ENSG00000135778,NTPCR,84284,protein_coding,-0.281310184,3.854630235,23.14768056,5.79E-06,2.03E-05
ENSG00000204396,VWA7,80737,protein_coding,-0.771029628,0.915523036,23.14828977,5.80E-06,2.03E-05
ENSG00000144741,SLC25A26,115286,protein_coding,-0.307818342,4.005169115,23.14492181,5.80E-06,2.03E-05
ENSG00000286151,ENSG00000286151,NA,unprocessed_pseudogene,-1.317221101,-1.355224965,22.88049546,5.80E-06,2.03E-05
ENSG00000287603,ENSG00000287603,NA,lncRNA,-0.957804409,-0.542383598,23.15791411,5.81E-06,2.04E-05
ENSG00000266145,RHOT1P1,100462813,processed_pseudogene,-1.012455908,-0.603587922,23.16562679,5.82E-06,2.04E-05
ENSG00000115128,SF3B6,51639,protein_coding,0.406915114,2.731005744,23.13447879,5.82E-06,2.04E-05
ENSG00000273680,ENSG00000273680,NA,lncRNA,-0.566979806,0.328488094,23.13512762,5.83E-06,2.04E-05
ENSG00000196850,PPTC7,160760,protein_coding,0.365462766,6.784051082,23.12216269,5.85E-06,2.05E-05
ENSG00000165591,FAAH2,158584,protein_coding,-0.538659656,1.411786238,23.11616897,5.87E-06,2.06E-05
ENSG00000174282,ZBTB4,57659,protein_coding,-0.405913176,6.961389875,23.1140344,5.87E-06,2.06E-05
ENSG00000149564,ESAM,90952,protein_coding,0.613092826,3.78937746,23.10660106,5.89E-06,2.06E-05
ENSG00000052126,PLEKHA5,54477,protein_coding,-0.470652074,2.330328864,23.09992121,5.91E-06,2.07E-05
ENSG00000221829,FANCG,2189,protein_coding,-0.388702667,2.791538511,23.09803966,5.91E-06,2.07E-05
ENSG00000113971,NPHP3,27031,protein_coding,-0.413511398,3.209467937,23.09656472,5.92E-06,2.07E-05
ENSG00000251535,ENSG00000251535,NA,processed_pseudogene,-0.994887935,-0.425288207,23.12024393,5.92E-06,2.07E-05
ENSG00000286010,ENSG00000286010,105375754,lncRNA,-0.809333734,2.169865351,23.09447325,5.92E-06,2.07E-05
ENSG00000129535,NRL,4901,protein_coding,0.319986447,1.728163897,23.09230844,5.93E-06,2.07E-05
ENSG00000133048,CHI3L1,1116,protein_coding,-0.775467241,6.805147265,23.08919825,5.93E-06,2.07E-05
ENSG00000164038,SLC9B2,133308,protein_coding,-0.337720524,2.916108351,23.08895773,5.93E-06,2.07E-05
ENSG00000173272,MZT2A,653784,protein_coding,-0.398003919,4.385177758,23.08492372,5.94E-06,2.08E-05
ENSG00000290084,ENSG00000290084,NA,lncRNA,-1.058311278,0.349224867,23.07693385,5.99E-06,2.09E-05
ENSG00000273836,MIR6842,102465507,miRNA,0.863789916,-0.550058001,23.09567374,5.99E-06,2.09E-05
ENSG00000158234,FAIM,55179,protein_coding,-0.713233118,0.434391448,23.07142442,5.99E-06,2.09E-05
ENSG00000247121,ENSG00000247121,NA,lncRNA,0.6018031,1.949521149,23.06714606,5.99E-06,2.09E-05
ENSG00000065923,SLC9A7,84679,protein_coding,-0.356708043,4.718927429,23.0565122,6.01E-06,2.10E-05
ENSG00000167112,TRUB2,26995,protein_coding,-0.308114535,3.652143654,23.05444895,6.02E-06,2.10E-05
ENSG00000155329,ZCCHC10,54819,protein_coding,0.346556489,3.197592892,23.04611866,6.04E-06,2.11E-05
ENSG00000143297,FCRL5,83416,protein_coding,-0.42112423,4.077608048,23.03591845,6.07E-06,2.12E-05
ENSG00000169683,LRRC45,201255,protein_coding,-0.42719601,3.642675332,23.03171125,6.08E-06,2.12E-05
ENSG00000182782,HCAR2,338442,protein_coding,1.235899194,5.785356296,23.02705103,6.09E-06,2.12E-05
ENSG00000186765,FSCN2,25794,protein_coding,-0.717135025,0.398865111,23.02953476,6.10E-06,2.13E-05
ENSG00000170956,CEACAM3,1084,protein_coding,0.704308063,6.826639223,23.01710212,6.11E-06,2.13E-05
ENSG00000086544,ITPKC,80271,protein_coding,0.31370951,3.917832003,23.01427309,6.12E-06,2.14E-05
ENSG00000125498,KIR2DL1,3802,protein_coding,-1.00585233,0.865006892,23.0244247,6.12E-06,2.14E-05
ENSG00000238260,ENSG00000238260,NA,lncRNA,-0.713854428,2.389895328,23.01060622,6.13E-06,2.14E-05
ENSG00000259865,ENSG00000259865,NA,lncRNA,0.430828976,2.515260759,23.00934423,6.14E-06,2.14E-05
ENSG00000100523,DDHD1,80821,protein_coding,0.263288607,5.753792406,23.00347758,6.15E-06,2.14E-05
ENSG00000121897,LIAS,11019,protein_coding,-0.355492425,2.888263465,22.99842642,6.16E-06,2.15E-05
ENSG00000274349,ZNF658,26149,protein_coding,-0.526091079,1.291764833,22.99904882,6.16E-06,2.15E-05
ENSG00000074621,SLC24A1,9187,protein_coding,0.451276112,2.552088806,22.97722984,6.22E-06,2.17E-05
ENSG00000010818,HIVEP2,3097,protein_coding,0.489938031,7.621725005,22.97188158,6.23E-06,2.17E-05
ENSG00000286327,ENSG00000286327,NA,lncRNA,-0.76306105,1.01104288,22.97273332,6.23E-06,2.17E-05
ENSG00000140941,MAP1LC3B,81631,protein_coding,0.434133679,6.883758686,22.96597916,6.25E-06,2.17E-05
ENSG00000106367,AP1S1,1174,protein_coding,0.450792639,2.711990521,22.96337937,6.25E-06,2.18E-05
ENSG00000189298,ZKSCAN3,80317,protein_coding,-0.30865541,3.279666818,22.96277326,6.25E-06,2.18E-05
ENSG00000115073,ACTR1B,10120,protein_coding,-0.277167572,5.554126933,22.95540528,6.27E-06,2.18E-05
ENSG00000101417,PXMP4,11264,protein_coding,-0.366309023,3.371866349,22.94330787,6.31E-06,2.19E-05
ENSG00000243224,TWF2-DT,101929054,lncRNA,-0.564526205,1.075895787,22.94242805,6.31E-06,2.20E-05
ENSG00000137409,MTCH1,23787,protein_coding,0.201182402,7.173012361,22.92807105,6.35E-06,2.21E-05
ENSG00000161542,PRPSAP1,5635,protein_coding,-0.25517901,4.021728758,22.92247056,6.36E-06,2.21E-05
ENSG00000255837,TAS2R20,259295,protein_coding,-0.745960717,0.812129199,22.92122078,6.37E-06,2.22E-05
ENSG00000071127,WDR1,9948,protein_coding,0.213339458,8.993862264,22.91649216,6.38E-06,2.22E-05
ENSG00000166295,ANAPC16,119504,protein_coding,-0.237641801,6.279206114,22.91488649,6.38E-06,2.22E-05
ENSG00000142669,SH3BGRL3,83442,protein_coding,0.402429058,6.805196308,22.912837,6.39E-06,2.22E-05
ENSG00000284707,ENSG00000284707,NA,lncRNA,-0.559598897,2.452088447,22.91211736,6.39E-06,2.22E-05
ENSG00000230148,HOXB-AS1,100874362,lncRNA,-0.626718009,1.54933478,22.91276557,6.39E-06,2.22E-05
ENSG00000139174,PRICKLE1,144165,protein_coding,0.522053779,3.052004666,22.90532874,6.41E-06,2.23E-05
ENSG00000262468,LINC01569,NA,lncRNA,-0.636446625,1.203524824,22.9055911,6.41E-06,2.23E-05
ENSG00000272989,LINC02012,NA,lncRNA,-1.080046294,-0.856096896,22.92568331,6.42E-06,2.23E-05
ENSG00000140092,FBLN5,10516,protein_coding,-0.722424521,1.385062072,22.90218988,6.42E-06,2.23E-05
ENSG00000055044,NOP58,51602,protein_coding,-0.291889227,5.038149426,22.89856073,6.42E-06,2.23E-05
ENSG00000290931,ENSG00000290931,NA,lncRNA,-0.791115155,0.31958734,22.89818135,6.46E-06,2.24E-05
ENSG00000130508,PXDN,7837,protein_coding,-0.967139956,-0.237753777,22.64238462,6.46E-06,2.24E-05
ENSG00000258301,VASH1-AS1,100506603,lncRNA,-0.480985625,1.723636046,22.88423373,6.46E-06,2.24E-05
ENSG00000151414,NEK7,140609,protein_coding,0.356606595,6.774803412,22.8801523,6.47E-06,2.25E-05
ENSG00000179941,BBS10,79738,protein_coding,-0.352933451,3.005029466,22.87926602,6.48E-06,2.25E-05
ENSG00000235760,MSH2-OT1,644093,lncRNA,-0.918777074,-0.618263427,22.91115567,6.48E-06,2.25E-05
ENSG00000152642,GPD1L,23171,protein_coding,-0.34280409,3.898189687,22.87224527,6.49E-06,2.25E-05
ENSG00000157637,SLC38A10,124565,protein_coding,0.215774582,7.758205102,22.87083587,6.50E-06,2.25E-05
ENSG00000048707,VPS13D,55187,protein_coding,-0.171104761,7.675117171,22.85659755,6.54E-06,2.27E-05
ENSG00000186908,ZDHHC17,23390,protein_coding,0.292504063,5.625917907,22.85516617,6.54E-06,2.27E-05
ENSG00000198270,TMEM116,89894,protein_coding,-0.471294232,3.140525572,22.8531786,6.55E-06,2.27E-05
ENSG00000290474,GUSBP2,387036,lncRNA,-0.733092274,0.773803414,22.85504151,6.55E-06,2.27E-05
ENSG00000164366,CCDC127,133957,protein_coding,-0.347721483,3.855610701,22.84906329,6.56E-06,2.27E-05
ENSG00000153560,UBP1,7342,protein_coding,0.198621937,6.450882034,22.83789954,6.59E-06,2.28E-05
ENSG00000175463,TBC1D10C,374403,protein_coding,-0.360038856,7.870995416,22.8362014,6.59E-06,2.28E-05
ENSG00000139508,SLC46A3,283537,protein_coding,-0.268699826,4.069141536,22.83269376,6.60E-06,2.29E-05
ENSG00000024862,CCDC28A,25901,protein_coding,0.309723759,3.923219488,22.83167071,6.61E-06,2.29E-05
ENSG00000134333,LDHA,3939,protein_coding,0.354776824,6.500067593,22.82752887,6.62E-06,2.29E-05
ENSG00000290762,ENSG00000290762,NA,lncRNA,-0.651541685,2.005391719,22.82239399,6.63E-06,2.29E-05
ENSG00000100024,UPB1,51733,protein_coding,-0.92662148,1.424647335,22.81103726,6.67E-06,2.31E-05
ENSG00000286808,ENSG00000286808,NA,lncRNA,-0.93555135,-0.733998709,22.84287329,6.68E-06,2.31E-05
ENSG00000066455,GOLGA5,9950,protein_coding,0.248108781,4.794361016,22.79811482,6.70E-06,2.32E-05
ENSG00000087053,MTMR2,8898,protein_coding,-0.302530516,3.615497703,22.79811694,6.70E-06,2.32E-05
ENSG00000233609,RPL10P19,NA,transcribed_processed_pseudogene,-0.920156478,0.655368766,22.78822493,6.74E-06,2.33E-05
ENSG00000163694,RBM47,54502,protein_coding,0.591445302,7.692500015,22.78384613,6.74E-06,2.33E-05
ENSG00000230317,LINC01284,101926971,lncRNA,-1.164022049,-0.771593175,22.80930256,6.75E-06,2.33E-05
ENSG00000280033,ENSG00000280033,NA,TEC,0.636287983,2.389736652,22.77911884,6.75E-06,2.33E-05
ENSG00000080802,CNOT4,4850,protein_coding,0.256272454,5.145967021,22.77240999,6.77E-06,2.34E-05
ENSG00000090382,LYZ,4069,protein_coding,0.682264956,11.13614867,22.76960056,6.78E-06,2.34E-05
ENSG00000256720,BTG1P1,NA,processed_pseudogene,-0.9785119,1.387223253,22.75800346,6.82E-06,2.35E-05
ENSG00000131263,RLIM,51132,protein_coding,0.225174641,6.705708936,22.75453124,6.82E-06,2.36E-05
ENSG00000142330,CAPN10,11132,protein_coding,-0.322942916,5.55150624,22.7463391,6.84E-06,2.36E-05
ENSG00000120708,TGFBI,7045,protein_coding,0.390816716,7.133109824,22.74249529,6.86E-06,2.37E-05
ENSG00000175764,TTLL11,158135,protein_coding,-0.323398637,2.674430358,22.74270305,6.86E-06,2.37E-05
ENSG00000182022,CHST15,51363,protein_coding,0.475463667,8.210995218,22.74020221,6.86E-06,2.37E-05
ENSG00000204564,C6orf136,221545,protein_coding,-0.382783183,2.727243196,22.73225819,6.89E-06,2.38E-05
ENSG00000129003,VPS13C,54832,protein_coding,0.263975975,8.494130417,22.72930017,6.89E-06,2.38E-05
ENSG00000253731,PCDHGA6,56109,protein_coding,-0.743412147,-0.573284548,22.75624229,6.90E-06,2.38E-05
ENSG00000160602,NEK8,284086,protein_coding,0.336109552,3.219942288,22.72649531,6.90E-06,2.38E-05
ENSG00000189350,TOGARAM2,165186,protein_coding,-0.665288083,2.539884169,22.72473289,6.91E-06,2.38E-05
ENSG00000214226,C17orf67,339210,protein_coding,0.638761472,2.539782978,22.72381758,6.91E-06,2.38E-05
ENSG00000100410,PHF5A,84844,protein_coding,0.264712049,3.30079122,22.72037621,6.92E-06,2.38E-05
ENSG00000130812,ANGPTL6,83854,protein_coding,-0.69343845,0.310590343,22.72539044,6.93E-06,2.39E-05
ENSG00000111669,TPI1,7167,protein_coding,0.371356166,7.220898835,22.69950903,6.98E-06,2.40E-05
ENSG00000291237,SOD2,6648,protein_coding,0.86763423,11.09757597,22.6964072,6.99E-06,2.41E-05
ENSG00000119782,FKBP1B,2281,protein_coding,0.575211556,1.804607412,22.69420076,7.00E-06,2.41E-05
ENSG00000176024,ZNF613,79898,protein_coding,0.389405398,2.469855358,22.68971201,7.01E-06,2.41E-05
ENSG00000122912,SLC25A16,8034,protein_coding,-0.252100494,4.083502149,22.68500407,7.02E-06,2.42E-05
ENSG00000119878,CRIPT,9419,protein_coding,-0.337407811,4.160164858,22.68498368,7.02E-06,2.42E-05
ENSG00000130529,TRPM4,54795,protein_coding,0.586512869,1.403414252,22.68559884,7.03E-06,2.42E-05
ENSG00000212283,SNORD89,692205,snoRNA,0.927922158,-0.034572765,22.69667353,7.03E-06,2.42E-05
ENSG00000183943,PRKX,5613,protein_coding,0.332995441,6.460130069,22.67780121,7.04E-06,2.42E-05
ENSG00000148288,GBGT1,26301,protein_coding,0.303970136,4.694701676,22.67588792,7.05E-06,2.42E-05
ENSG00000007350,TKTL1,8277,protein_coding,-0.792510937,1.813069242,22.67285727,7.06E-06,2.43E-05
ENSG00000082014,SMARCD3,6604,protein_coding,0.451637291,4.844308757,22.66552665,7.08E-06,2.43E-05
ENSG00000232528,ENSG00000232528,NA,transcribed_unitary_pseudogene,-0.679954232,2.603897501,22.66482827,7.08E-06,2.43E-05
ENSG00000120029,ARMH3,79591,protein_coding,0.201527227,5.129305135,22.66425513,7.08E-06,2.43E-05
ENSG00000253305,PCDHGB6,56100,protein_coding,-1.010943939,-0.541228118,22.65577718,7.08E-06,2.43E-05
ENSG00000286273,ENSG00000286273,NA,lncRNA,1.636010096,-1.696391882,21.75813742,7.09E-06,2.44E-05
ENSG00000280099,ENSG00000280099,NA,TEC,-1.073516786,-1.641336895,22.51139564,7.10E-06,2.44E-05
ENSG00000165304,MELK,9833,protein_coding,0.583747891,1.107559635,22.65533701,7.12E-06,2.44E-05
ENSG00000121039,RDH10,157506,protein_coding,-0.377967113,2.254561006,22.65153565,7.12E-06,2.45E-05
ENSG00000135299,ANKRD6,22881,protein_coding,-0.553669359,2.559073373,22.64176998,7.15E-06,2.46E-05
ENSG00000166913,YWHAB,7529,protein_coding,0.310257573,8.378540486,22.63158241,7.18E-06,2.46E-05
ENSG00000254681,PKD1P5,348156,transcribed_unprocessed_pseudogene,-0.444810229,3.318085062,22.63176572,7.18E-06,2.46E-05
ENSG00000111962,UST,10090,protein_coding,-0.462126279,2.985325002,22.63128427,7.18E-06,2.46E-05
ENSG00000008988,RPS20,6224,protein_coding,-0.394006294,7.41376822,22.6304441,7.18E-06,2.47E-05
ENSG00000258760,ENSG00000258760,NA,lncRNA,-1.103056109,-0.979963895,22.65508775,7.19E-06,2.47E-05
ENSG00000151532,VTI1A,143187,protein_coding,0.229327698,5.378069044,22.62707768,7.19E-06,2.47E-05
ENSG00000258810,ENSG00000258810,NA,lncRNA,-0.669335497,0.911758162,22.62991459,7.20E-06,2.47E-05
ENSG00000196776,CD47,961,protein_coding,0.27353246,7.378232169,22.61649222,7.23E-06,2.48E-05
ENSG00000008517,IL32,9235,protein_coding,-0.498373505,6.631173584,22.6156297,7.23E-06,2.48E-05
ENSG00000205593,DENND6B,414918,protein_coding,0.375630584,2.934101199,22.61447256,7.23E-06,2.48E-05
ENSG00000138794,CASP6,839,protein_coding,-0.393035199,2.019253909,22.61479361,7.23E-06,2.48E-05
ENSG00000235863,B3GALT4,8705,protein_coding,0.25512783,4.865282069,22.59680217,7.29E-06,2.50E-05
ENSG00000004142,POLDIP2,26073,protein_coding,0.260765798,5.215554805,22.59401971,7.29E-06,2.50E-05
ENSG00000171314,PGAM1,5223,protein_coding,0.352493256,6.419162182,22.58984537,7.31E-06,2.50E-05
ENSG00000182362,YBEY,54059,protein_coding,-0.322541957,2.618339511,22.58864226,7.31E-06,2.50E-05
